"id","created_at","texte","suicide"
"1338856312906473475","Tue Dec 15 14:39:54 +0000 2020","1. Nagsusumbong ako lagi sa teacher kasi I was always getting bullied. Hanggang sa di na lang ako pinapansin ng teacher ko.2. Pinatid ko yung nang aaway sakin. I have to defend myself na, I'm running out of patience din. 3. The worst one is, I stab someone with pencil sa kamay. ",TRUE
"1337029386692915200","Thu Dec 10 13:40:21 +0000 2020","1/ Intelligent Nassim Nicholas Taleb.The black swan has been in best seller book chart for more time than any other book in history. In 1987, Black Monday, Taleb shorted financial institutions at once, he slept well, more than 500 people in the city he was in committed suicide.",TRUE
"1239112077018464256","Sun Mar 15 08:51:55 +0000 2020","1/2I am so going to lose followers or receive hate for this tweet...However I am asking in honesty. If a women has a right to choose..And someone else want to commit suicide ((that is their own body right?)Yet one it is acceptable and the other is not....Please know...",TRUE
"1336588953806282752","Wed Dec 09 08:30:13 +0000 2020","11th Nov told this for #NIFTYFUTURE ANY FATHER TOLD U ??Now at 13554 <U+2192>Still 100 points then 300 more DANGEROUS ZONE...........................But enjoy rallyOnce u get trapped u will commit suicide !!!",TRUE
"1282310782114394112","Sun Jul 12 13:48:09 +0000 2020","2. The university I'm currently studying is not that big. It's always the one getting bullied when the school got some awards. Got the championship or whatever. But most of the people their are the best! Always the humble one.",TRUE
"1237583669130170368","Wed Mar 11 03:38:34 +0000 2020","2/Little Johny only lived 3 more mos, very grief-stricken. He then contracted Spanish flu &amp; he died, age 5. Ellen, my grandmother, dealth w alcoholism &amp; bipolar, was victim of ECT treatments in old style. Annie was always depressed, tried to commit suicide by drinking Drano once.",TRUE
"1338675515515760640","Tue Dec 15 02:41:28 +0000 2020","2017 was so whack and tbh I had thoughts of killing myself every week..god damn. 2020 was horrible too, the depression wasn’t as bad but it’s still there lingering in me. I’m good rn but on god there’s days where this war inside me makes want to wave the white flag.",TRUE
"1283159715204206598","Tue Jul 14 22:01:30 +0000 2020","3.5 million young adults age 18 to 25 had serious thoughts of suicide - 8.3% of non-Hispanic blacks &amp; 9.2% of Hispanics. In solidarity during #MinorityMentalHealthMonth, our MHN Run &amp; Bike Club has set a goal of 3,500 miles during July. Join us now: ",TRUE
"1235420437514874882","Thu Mar 05 04:22:39 +0000 2020","4. once more we head back to new grounds for a game called ""inner visions"" CW: suicideinner visions isnt perfect for sure, and i havent played it in ages... BUTplaying this after literally holding a friend back from running into traffic will forever be carved into my soul",TRUE
"1239270726932316162","Sun Mar 15 19:22:20 +0000 2020","4.6 million American children live in homes with guns that are both loaded &amp; unlocked.  Nearly 260<U+200B> <U+200B>kids 17 and under gain access to firearms &amp; unintentionally shoot themselves/someone else - often fatally.Every year,<U+200B> <U+200B>nearly 600 c<U+200B>hildren 17 and under die by suicide with a gun",TRUE
"1237066275366584320","Mon Mar 09 17:22:38 +0000 2020","69.7% of incarcerated people reported having personally experienced abuse by prison staff &amp; 82.8% reported having witnessed abuse.73.7% reported being unable to see a doctor or provider when needed.23.7% reported having had serious thoughts of or attempts at suicide.",TRUE
"1338959221535203329","Tue Dec 15 21:28:49 +0000 2020","?Oh good she's going to commit suicide. ... That's what I want?",TRUE
"1203843779750445056","Mon Dec 09 01:08:18 +0000 2019","I felt bad replying since I came barging in, but it truly has my heart when I hear about someone fighting so hard.  Honestly, I learned this in a suicide prevention course once, you mentioning ""don't give up"" is less likely to trigger &amp; more likely to open doors for communication",TRUE
"1238159905896488961","Thu Mar 12 17:48:20 +0000 2020","Bullies always think they’re the ones getting bullied…all I said was I don’t like slurs but whatever.",TRUE
"1283220514870382592","Wed Jul 15 02:03:06 +0000 2020","Imagine being arrested every few weeks for fitting a “despcription”, never being charged but always getting roughed up and thrown in court and released over and over again. For being poor and the wrong color. How would that make you feel? Bullied?",TRUE
"1239178473089925120","Sun Mar 15 13:15:45 +0000 2020","_giacchino _nine Yeah dude, that's how he died. It wasn't suicide by gun, it was the expanding of dong",TRUE
"1338904359271272454","Tue Dec 15 17:50:49 +0000 2020","_Miller Bullshyt that is assumption based on obscene and deliberate ignorance. There is a direct correlation between gun ownership and suicide. Grow up get over it.",TRUE
"1338899726763237378","Tue Dec 15 17:32:25 +0000 2020","_Miller It proves you’re ignorant AF. The United States has a higher gun suicide rate than all 26 countries combined. GTFOHWTBS",TRUE
"1338903734643003401","Tue Dec 15 17:48:20 +0000 2020","_Miller It’s not an assertion it’s factual. Gun ownership in the United States increases the probability of white males committing suicide. Those countries would obviously have higher suicide rates if guns were legal.",TRUE
"1338965227136831490","Tue Dec 15 21:52:41 +0000 2020","_Miller Let it go -your spin is bullshyt. Stop pushing the every dumbass needs a gun NRA propaganda and starting helping veterans. They are using guns to commit suicide 20 per day.",TRUE
"1338909193424818178","Tue Dec 15 18:10:02 +0000 2020","_Miller No the gun suicide rate in America has skyrocketed. Over 20 veterans use guns to commit suicide DAILY. FACTS",TRUE
"1338989014116917249","Tue Dec 15 23:27:12 +0000 2020","_Miller Not sources -propaganda. You people don’t give a fuk about gun suicide.",TRUE
"1338902639149522949","Tue Dec 15 17:43:59 +0000 2020","_Miller There is no correlation with your brain and logic. The United States has a high gun ownership rate and a high gun suicide rate. There is a direct correlation. GTFOHWTBS",TRUE
"1338987283433861125","Tue Dec 15 23:20:20 +0000 2020","_Miller ",TRUE
"1239317020409298952","Sun Mar 15 22:26:17 +0000 2020","Very small percentage, doesn't mean I should give up my spare tire because some asshole hit a woman with it or committed suicide, if your going to give me an article with gun deaths please include 1 of heart disease and compare the deaths with soda and French fries (statistics)",TRUE
"1204948847191048193","Thu Dec 12 02:19:26 +0000 2019","_l I really despise this argument too. It’s a classic deflection technique. I never once spoke about what the individual stars do and I never once spoke about suicide. I spoke about the exploitation of the stars from the industry itself, the guys in the office ordering more and more",TRUE
"1283484619942309888","Wed Jul 15 19:32:34 +0000 2020","Suicide by pills is less dangerous than suicide by gun. BOTH ARE STILL DEADLY#covidiots",TRUE
"1238993208593518592","Sun Mar 15 00:59:34 +0000 2020","Yes I would like a stylized game with good work conditions, than a realistic game that devs want to commit suicide when working on it ",TRUE
"1283463322524950528","Wed Jul 15 18:07:56 +0000 2020","Pretty sure she'll die of a COVID related suicide (the gun shots will be considered a comorbidity, not cause of death), take the blame as the mastermind of the whole thing, nobody else gets in trouble.",TRUE
"1203850485230256128","Mon Dec 09 01:34:56 +0000 2019","CW:, suicide mentionits put myself, more than once. in the position of literally wanting to end my life just 2escape the pain that dominates my days.i already live on so little money thanks to ssi. w good treatment i mightve been able to return to normalcy. but i dont have that.",TRUE
"1283460890566651904","Wed Jul 15 17:58:16 +0000 2020","Well, it's more the fact that insiders have 5 cent shares and have a history of 'questionable' behaviour in capital markets.  Shares were leaked out at such low volume and high price that it was essentially suicide to buy.. but sometimes the gun misfires.",TRUE
"1239223918503886854","Sun Mar 15 16:16:20 +0000 2020","I’m not arguing your qualifications, or those individual horrors but it has been proven across the world that gun control dramatically reduces murder and suicide rates. I’m arguing statistical proof. You are in the minority of people who own the 300m guns who are trained.",TRUE
"1206360479863623681","Sun Dec 15 23:48:46 +0000 2019","_Danja Please, Wat Can I Use To Commit suicide??Dont Tell Me To Use Rope or drink sniper pls, bcos Its Dangerous. I Might Die.<U+0001F60F><U+0001F60F><U+0001F60F><U+0001F60F> and i dunt want to die<U+0001F602><U+0001F602>",TRUE
"1283457987265298432","Wed Jul 15 17:46:44 +0000 2020","_A I don’t want to believe too. But nothing is impossible when it comes to enslaving public servants under State employ. No forget as people commit suicide for Kogi cos dem no pay them salary.",TRUE
"1238412362979381248","Fri Mar 13 10:31:30 +0000 2020","Not that much, I don’t want to commit suicide, I know you are kidding of course <U+0001F602> but seriously nothing care that much so you could die for it, it’s okay to feel bad for a while but not to let that feeling prevails, get sad a bit but come back stronger my friend.",TRUE
"1282774353801773062","Mon Jul 13 20:30:13 +0000 2020","I mean with all do respect to DC but I wouldn't watch suicide squad more than once",TRUE
"1282834718707167232","Tue Jul 14 00:30:05 +0000 2020"," Thank you once more for catching my spirit at a low point &amp; offering a way to cry through the pain. When I was bullied to the edge of suicide at 13, your music saved my life. Thank you for always being true to the voice inside of you.",TRUE
"1338094719025311744","Sun Dec 13 12:13:36 +0000 2020","I mean ofc not all are bad, but like what a friend of mine who's cpf says, the good ones are always getting overpowered &amp; bullied by the problematic ones, so much so they give up on saying anything at all. The problematic ones hate solo stans &gt;&gt;&gt;&gt;&gt; they like him. :/",TRUE
"1338894006252490752","Tue Dec 15 17:09:41 +0000 2020","I don’t. I have complex ptsd, which makes me afraid of a lot of stupid stuff, but I’ve never been afraid of a home invasion. I don’t feel like I need to protect myself from black people. Owning a gun increases chances my kids will die, suicide, theft of gun, killing an innocent",TRUE
"1338962159838126084","Tue Dec 15 21:40:30 +0000 2020","They're dangerous even to own. More than 200,000 people commit suicide with a gun per year. They're much more deadly than other forms of suicide and quicker. Guns are the first things thieves look for in your house or car which puts more of them into criminal hands.",TRUE
"1338859229772320771","Tue Dec 15 14:51:29 +0000 2020","I’m leaning that way as well. Nothing ever adds up. Maybe they didn’t want him to commit professional suicide being there’s so much steam ahead in the wrong direction that it wouldn’t matter if he laid the hammer down. I think he should start indicting people, including Joe B. Jr",TRUE
"1338723560995614722","Tue Dec 15 05:52:23 +0000 2020","<U+0001F5E3>ITS SO QUICK TO LABEL SUICIDE &amp; MOVE ON BUT IN #GloriaBambo <U+0001F451> CASE THERES MORE THAN WHATS BEING REPORTED ONCE AGAIN #JusticeforGloriaBambo <U+0001F451> #SayHerName <U+0001F451> #ProtectBlackWomen <U+0001F451> #BlackLivesMatter ",TRUE
"1337834169225932805","Sat Dec 12 18:58:16 +0000 2020","_ Can quittards stop acting like we're being bullied just because we're not getting what we were told we'd get by the people who started the whole thing off. The EU have more resources than us, it was always going to end like this. Stop victimising yourselves.",TRUE
"1282057136147697666","Sat Jul 11 21:00:15 +0000 2020","He's getting some in the manga finally. For me personally I like his character, but not always him. He has a lot of growing up to do and he needs a lot of help, but it doesn't excuse the fact that he hardcore bullied/traumatized Izuku.",TRUE
"1205712155850489856","Sat Dec 14 04:52:33 +0000 2019","I'll tell you something. If you can laugh or tweet funny things you're still able to get back up and ready for a better situation. I've been depressed to the point of suicide more than once. I've got one of the sweetest wonderful wives in the world and still couldn't fight it off",TRUE
"1205637343018749952","Fri Dec 13 23:55:16 +0000 2019","we go thru ruff times and if anyone says thay haven't there talking shit I have gone thru very hard times myself but I still try and push on and try and get over it I have adhd myself and sometimes I just want to commit suicide but I push anyway just try and push on please avalon",TRUE
"1278482854469656577","Thu Jul 02 00:17:20 +0000 2020","He is fine compared to others HE DONT WANT HELP PERIOD THIS NIGGA NOT STRUGGLING HE DOING IT FOR VIEWS LOL I’ve been druggin my whole life I’m doing okay <U+0001F44C><U+0001F3FD> js never had thoughts about killing myself , thinking there’s no way out , giving up , overdosed , etc",TRUE
"1338392419084107776","Mon Dec 14 07:56:33 +0000 2020","_down _Alberta 1 in 20 have thoughts of suicide over pandemic.- 1 in 5 people who already had mental illness or mental health issues (18%)- 1 in 6 Indigenous people (16%)- 1 in 7 with a disability (15%)- 1 in 7 who identify as LGBTQ+ (14%)- 1 in 10 parents of kids under 18 (9%)",TRUE
"1237268553708929024","Tue Mar 10 06:46:25 +0000 2020","_twt you guys were always here with me. those days when i was gonna give up on life, you guys saved me. i was bullied in school i kept on getting blamed on by the teachers i was really gonna end it all but then i realised i had you. thank you so much.#ThankYouNamjoon",TRUE
"1283397290934308866","Wed Jul 15 13:45:33 +0000 2020","_Bolshevik100 _Love7Peace _Indomitable __73_ _Clough _e_mol I doubt you'd not attack her even if she was 8 years old. Anyhow, why attack her directly if you think she is just a puppet? For fun of course, maybe you want her to commit suicide as the cherry on the top?",TRUE
"1238058476590546946","Thu Mar 12 11:05:17 +0000 2020","He’s not getting any better in 4 months certainly to the degree he can box with fury. He has the power that’s what he’s always relied on. Look at him against ortiz. High guard. Do nothing. Bang. Against fury he was 40lb lighter and couldn’t donthat. Just got bullied",TRUE
"1338116648667066374","Sun Dec 13 13:40:44 +0000 2020","___ Then Oge goes slut-shaming Kiki today, she’s shot herself in the foot more than once and now she’s contemplating suicide. Why is she being manipulative?",TRUE
"1203924389432979457","Mon Dec 09 06:28:36 +0000 2019","_Mick My father was beaten by my mother. She threatened murder-suicide more than once. We lived in fear of her. There were no shelters for my dad.  I give only to shelters that also have protection for men.",TRUE
"1205155922244452352","Thu Dec 12 16:02:17 +0000 2019","Deep down inside, she know he’s being used &amp; expressing loyalty to a heathen.Remember once the truth comes out, she’ll chastise him in private for sure bc he’s committing political suicide.Just as Manafort’s daughter when she realized her daddy was guilty.And still more to come.",TRUE
"1337778136168026113","Sat Dec 12 15:15:37 +0000 2020","Best one as always anything Barto does is always best thing be it getting bullied or destroying one of the best club itw",TRUE
"1239250317700665349","Sun Mar 15 18:01:14 +0000 2020","I get along with people in person.  Online is just damn hard.  I'd be interested in your 2nd amendment research bcz everything I've read indicates gun control makes a significant difference 2 reduce suicide &amp; homicide.",TRUE
"1238203183064809473","Thu Mar 12 20:40:18 +0000 2020","“Yeah... I’ve always hid them. And I mean ALWAYS. I saw people like Velvet getting bullied or worse even in Pharos and knew that was the only way to really avoid it.”She looked up at her as her eyes watered",TRUE
"1238073343741284353","Thu Mar 12 12:04:22 +0000 2020","Poor Kaiser, always getting bullied.",TRUE
"1237359998440738816","Tue Mar 10 12:49:47 +0000 2020","I feel the same way too, even considered suicide  more than once buh i never tried it. When i even try telling people about it , they turn it into joke. It’s not easy buh just hang in and find something to cling too that gives you hope.  <U+0001F495>",TRUE
"1235065399072284673","Wed Mar 04 04:51:52 +0000 2020","“Why should those who commit suicide be damned? We've dealt with enough already,  just- I-”He was beginning to stutter as his eyes watered. He didn't want to bother Beel, so he stood back up. “No. Don't worry about it, I've killed my vessel more than once. If it's time that-",TRUE
"1338444592157429762","Mon Dec 14 11:23:52 +0000 2020","""Your acceptance of them is why they commit suicide, not the bullying, now go look at the suicide for statistics but don't look up the reason they commit suicide as posited by psychologists""Since you want to reduce suicide rates for trand people, I assume you support transition?",TRUE
"1283433593335758848","Wed Jul 15 16:09:48 +0000 2020","How about the cases where easy access to a gun facilitated the suicide?  Do those deaths matter?",TRUE
"1283506191142977537","Wed Jul 15 20:58:17 +0000 2020","Also suicide. The NRA got laws passed so the CDC no longer gathers statistics, but your chance of being involved in a suicide or homicide almost doubles when you buy a gun. It's not just about YOUR control. That is often an illusion and the gun gives you a false sense of safety.",TRUE
"1237782271203201025","Wed Mar 11 16:47:44 +0000 2020","Robert, I was wondering if you had any thoughts on this: 'According to their findings, with an increase of $1 or $2 on minimum wage, tens of thousands of suicides may be prevented.' ",TRUE
"1338900681462312960","Tue Dec 15 17:36:12 +0000 2020","Looking past the phycological study of the vaginal toothbrush, looking past the gun on the cookie box suicide snack,That's a fucking beef broth carton on the towel rack.",TRUE
"1238736199591829505","Sat Mar 14 07:58:19 +0000 2020","So if I had an opinion on male suicide rates and how to stop men committing suicide (bearing in mind I'm female and have no experience working or engaging with suicidal men) my thoughts would be just as valid as a man that had attempted to take his life in the past?",TRUE
"1337575740209029121","Sat Dec 12 01:51:22 +0000 2020","Lol....look up Kavenaugh's past decisions..hes stabbed us in the back more than once. I already knew we couldnt count on Robert's nor Kavenaugh....Amy is a backstabbing bitch....the Supreme court just committed suicide.",TRUE
"1235763192355225600","Fri Mar 06 03:04:39 +0000 2020","Get the suicide hotline right now somebody I have it I can’t send it more than once",TRUE
"1278775367579426823","Thu Jul 02 19:39:40 +0000 2020","fuck my life man I am actually crying right now. dude i loved you i haven't cried like this shit my grandma passed away man. I had thoughts about killing myself before, but I found a better path through friends family and music. I wish I had the chance to meet you. RIP<U+0001F62D>",TRUE
"1338313615175106561","Mon Dec 14 02:43:25 +0000 2020","Mf look like that handsome and perfect protagonist character who always getting bullied",TRUE
"1283394195944812545","Wed Jul 15 13:33:15 +0000 2020","_murdablast Gun looks like it came from suicide squad <U+0001F606><U+0001F606>",TRUE
"1283481829908062212","Wed Jul 15 19:21:28 +0000 2020","WE Charity v (delays, oops eviction) Gov, Police, Secret Police participant corruption ""no address no basic income"" + sonic &amp; radiological weapons (more corruption), ""lick the harry dicky"" homelessness, guide towards suicide or retaliation.. gun ctrl. 1of2",TRUE
"1283406372869201920","Wed Jul 15 14:21:38 +0000 2020","_Springer Do they know who did it? I’ve seen the police say suicide, not that I believe that, but you need a criminal to arrest. Chop Seattle said every gun shot victim was a white supremacist then it turned out to be unarmed black teens that were getting killed.",TRUE
"1338593365701619721","Mon Dec 14 21:15:02 +0000 2020","username: isaacmuggCode: JSee6U i really want tyn tails because i'm always getting bullied in the game",TRUE
"1203158595682082817","Sat Dec 07 03:45:37 +0000 2019","But shes a”CELEBRITY”…Ego quite a bit ahead of success I’d say!I’m not a SM expert in any capacity but when trying to have public following, making accounts private is probably not best way to go about it…”celebrity-status suicide”(Can it be done more than once?She’s trying!) ",TRUE
"1205347566386401282","Fri Dec 13 04:43:48 +0000 2019","Wales will more than likely campaign to leave the Union &amp; join the EU as an independent country, once people realise they've literally just committed economic suicide. It'll take a while though. Lots of people on my Facebook will be celebrating tomorrow. Just can't cure stupid.",TRUE
"1283533450641698816","Wed Jul 15 22:46:36 +0000 2020","That is exactly true.  And those laws limit the availability of guns--especially handguns-- in Canada and are exactly the reason our gun homicide and suicide rates are 1/7th that of the mayhem in the US.",TRUE
"1338564495795515392","Mon Dec 14 19:20:19 +0000 2020","Just always getting bullied now a days",TRUE
"1338217122158112770","Sun Dec 13 20:19:59 +0000 2020","Mopi liked post on insta that he was getting bullied 2Hype are douches and always have a punching bad",TRUE
"1205199096946003969","Thu Dec 12 18:53:50 +0000 2019","I want this for my daughter she’s 15 she’s obsessed with she is trans and it’s been the hardest year of our life she was bullied for her looks and tried to commit Suicide ended up in the hospital and makeup was her outlet I would love to have this for her",TRUE
"1338982883701174272","Tue Dec 15 23:02:51 +0000 2020","It's like I said before  , many GOP want to return to Buissness as usual and are willing to commit organizational suicide for profit. Without Trump they're finished . Buissness as usual made them rich. America first doesn't. As long as they get Rich , I don't think they care.",TRUE
"1236753702335234048","Sun Mar 08 20:40:35 +0000 2020","I enjoyed it for most part although I have only seen it once. I like Barman: Assualt on Arkham more though as a suicide squad story. Apparently I heard Hell to Pay was actually a Secret Six story in the comics that they changed into the suicide squad for the movie.",TRUE
"1338220245580918786","Sun Dec 13 20:32:24 +0000 2020","I will Going to commit suicide If I won't Get Solution to this Problem Created by Th y have plan to steal Customer money That is what i can Understand Really Shameful I want everyone Should look into the matter as Life doesn't matter to them even if person died its ok",TRUE
"1282338648885616642","Sun Jul 12 15:38:53 +0000 2020","Doin 22 pushups for 22 days for veteran suicide awareness starting to yesterday. Didn’t wanna start but once I did I came back and had to do another 28 to make an even 50 cause I just felt so good and wanted to do more! <U+0001F918>",TRUE
"1237490661571604480","Tue Mar 10 21:28:59 +0000 2020","First of all she never said she was going to commit suicide, she just said she had suicidal thoughts and depressionSecond of all a person can be suicidal without trying to attempt itThird of all she was going to do it at one point in her career. Research Man, It helps <U+0001F926><U+200D><U+2642><U+FE0F> ",TRUE
"1282784128283422725","Mon Jul 13 21:09:03 +0000 2020","Agreed, he is really getting bullied... and he’s never taking any risks... always the same boring sideway passing",TRUE
"1283243892788170752","Wed Jul 15 03:36:00 +0000 2020","To be fair, Velma wasn't exactly the best gf either. She constantly bullied him and tried forcing the relationship instead of letting things progress naturally, and she always dismissed his interest. It was a toxic relationship and neither was getting what they wanted.",TRUE
"1239292966243651585","Sun Mar 15 20:50:42 +0000 2020","_Texan You keep making new excuses to contradict facts. Those are the number of firearm deaths, either by gun violence, police or suicide in the US. There's no way to work yourself around it. It's the loose regulations and the high amount of firearms. All else is just wishful thinking.",TRUE
"1238418986628296704","Fri Mar 13 10:57:49 +0000 2020","_MP What about rejoicing in inflicting psychological harm on others, more than once to the point of suicide, who have done nothing wrong except legally seek asylum for political opportunism? Spare the same high moral ground equally for the victims of his policies",TRUE
"1239124806353793024","Sun Mar 15 09:42:30 +0000 2020","Did he commit suicide by shooting himself twice in the head, opening the car window and throw the gun 12 feet from the car?You know, like Willie Macrae supposedly did!",TRUE
"1205281404810137601","Fri Dec 13 00:20:54 +0000 2019","__1989 I know people who want to commit suicide tonight I pray they find a way to find help",TRUE
"1238166719404716032","Thu Mar 12 18:15:24 +0000 2020","Well he created that depression and suicide. He had little regard for her so.... women also can have depression and suicidal thoughts. If this man gets that because of this that ON HIM.",TRUE
"1239272511470264322","Sun Mar 15 19:29:25 +0000 2020","@_____Wimpy _review 1j So why is Japan’s suicide rate so much higher. In fact they are in a number of those countries. The numbers also change when gun violence is replaced with violence. And in a number of those countries, because the are pipsqueaks, even not considering homogeneity culturally, ...",TRUE
"1206288436065456128","Sun Dec 15 19:02:29 +0000 2019","The ""pretend"" Brexit you are talking about is exactly the kind of position many if the Leave campaigners were talking about. As a Remainer, that was what I expected a Leave deal to kind of look like, as I thought the Tory Party wouldn't want to commit economic suicide.",TRUE
"1282194046849413129","Sun Jul 12 06:04:17 +0000 2020","_ We called the police on my dad once Bc he was trespassing, threatening suicide &amp; being violent towards my mom &amp; when the cop arrived he couldnt he MORE visibly irritated that we called him there. Like we inconvenienced his whole damn day lmfao.",TRUE
"1338904635424337922","Tue Dec 15 17:51:55 +0000 2020","A. Why is suicide by gun worse than by train?B.  The war on drugs is bipartisan trash, or Dem run State would have dumped it.",TRUE
"1338968832845750274","Tue Dec 15 22:07:01 +0000 2020","But not having a gun doesn't keep them from committing suicide.So you didn't solve the problem.",TRUE
"1338966289180741640","Tue Dec 15 21:56:54 +0000 2020","It's not.  And gun control didn't decrease suicide rates.  So gun control is, at best, worthless for preventing suicides.There goes 2/3rds of gun violence.Time to work on curtailing violent crime.",TRUE
